ID;Lat;Lon;Alt;Vel;Ax;Ay;Az;Mx;My;Mz
1;47.4733;19.0634166666667;113.5;0.02;0.068;0.043;0.988;34.72;-56.8;-56.96
1;47.4733;19.0634166666667;113.5;0.02;0.119;-0.071;1.031;34.72;-56.8;-56.96
1;47.4733;19.0634166666667;113.5;0.02;0.071;0.058;0.982;34.72;-56.8;-56.96
1;47.4733;19.0634166666667;113.5;0.02;0.114;-0.024;1.04;34.72;-56.8;-56.96
1;47.4733;19.0634166666667;113.5;0.02;0.064;0.023;0.967;34.72;-56.8;-56.96
1;47.4733;19.0634166666667;113.5;0.02;0.104;0.011;1.044;34.72;-56.8;-56.96
1;47.4733;19.0634166666667;113.5;0.02;0.071;0.024;0.988;34.72;-56.8;-56.96
1;47.4733;19.0634166666667;113.5;0.02;0.093;-0.002;1.02;34.72;-56.8;-56.96
1;47.4733;19.0634166666667;113.5;0.02;0.087;0.014;1.01;34.72;-56.8;-56.96
1;47.4733;19.0634166666667;113.5;0.02;0.094;0.008;1.015;34.72;-56.8;-56.96
1;47.4733;19.0634166666667;113.5;0.02;0.108;-0.028;1.024;34.72;-56.8;-56.96
1;47.4733;19.0634166666667;113.5;0.02;0.08;0.038;0.994;34.72;-56.8;-56.96
1;47.4733;19.0634166666667;113.5;0.02;0.117;-0.065;1.023;32.64;-55.68;-56
1;47.4733;19.0634166666667;113.5;0.02;0.076;0.058;0.978;32.64;-55.68;-56
1;47.4733;19.0634166666667;113.5;0.02;0.12;-0.041;1.023;32.64;-55.68;-56
1;47.4733;19.0634166666667;113.5;0.02;0.072;0.033;0.979;32.64;-55.68;-56
1;47.4733;19.0634166666667;113.5;0.02;0.11;-0.009;1.039;32.64;-55.68;-56
1;47.4733;19.0634166666667;113.5;0.02;0.07;0.028;0.986;32.64;-55.68;-56
1;47.4733;19.0634166666667;113.5;0.02;0.118;-0.007;1.018;34.56;-54.72;-55.04
1;47.4733;19.0634166666667;113.5;0.02;0.066;0.038;0.999;34.56;-54.72;-55.04
1;47.4733;19.0634166666667;113.5;0.02;0.091;0.017;1.017;34.56;-54.72;-55.04
1;47.4733;19.0634166666667;113.5;0.02;0.095;-0.037;1.012;34.56;-54.72;-55.04
1;47.4733;19.0634166666667;113.5;0.02;0.085;0.058;1.02;34.56;-54.72;-55.04
1;47.4733;19.0634166666667;113.5;0.02;0.107;-0.082;1.011;34.56;-54.72;-55.04
1;47.4733;19.0634166666667;113.5;0.02;0.083;0.07;0.996;32.64;-57.28;-54.72
1;47.4733;19.0634166666667;113.5;0.02;0.125;-0.076;1.021;32.64;-57.28;-54.72
1;47.4733;19.0634166666667;113.5;0.02;0.072;0.064;0.982;32.64;-57.28;-54.72
1;47.4733;19.0634166666667;113.5;0.02;0.117;-0.056;1.029;32.64;-57.28;-54.72
1;47.4733;19.0634166666667;113.5;0.02;0.082;0.047;0.975;32.64;-57.28;-54.72
1;47.4733;19.0634166666667;113.5;0.02;0.121;-0.028;1.03;32.64;-57.28;-54.72
1;47.4733;19.0634166666667;113.5;0.02;0.058;0.037;0.972;32.96;-56;-55.52
1;47.4733;19.0634166666667;113.5;0.02;0.111;-0.014;1.036;32.96;-56;-55.52
1;47.4733;19.0634166666667;113.5;0.02;0.063;0.022;0.995;32.96;-56;-55.52
1;47.4733;19.0634166666667;113.5;0.02;0.104;0.007;1.024;32.96;-56;-55.52
1;47.4733;19.0634166666667;113.5;0.02;0.08;0;1.008;32.96;-56;-55.52
1;47.4733;19.0634166666667;113.5;0.02;0.094;0.04;1.019;32.96;-56;-55.52
1;47.4733;19.0634166666667;113.5;0.02;0.1;-0.059;1.016;33.12;-57.76;-55.84
1;47.4733;19.0634166666667;113.5;0.02;0.076;0.063;0.998;33.12;-57.76;-55.84
1;47.4733;19.0634166666667;113.5;0.02;0.128;-0.097;1.03;33.12;-57.76;-55.84
1;47.4733;19.0634166666667;113.5;0.02;0.084;0.066;0.983;33.12;-57.76;-55.84
1;47.4733;19.0634166666667;113.5;0.02;0.111;-0.048;1.034;33.12;-57.76;-55.84
1;47.4733;19.0634166666667;113.5;0.02;0.066;0.051;0.98;33.12;-57.76;-55.84
1;47.4733;19.0634166666667;113.5;0.02;0.116;-0.016;1.04;34.24;-57.92;-56
1;47.4733;19.0634166666667;113.5;0.02;0.069;0.031;0.973;34.24;-57.92;-56
1;47.4733;19.0634166666667;113.5;0.02;0.099;0.001;1.03;34.24;-57.92;-56
1;47.4733;19.0634166666667;113.5;0.02;0.063;0.031;0.993;34.24;-57.92;-56
1;47.4733;19.0634166666667;113.5;0.02;0.112;-0.017;1.032;34.24;-57.92;-56
1;47.4733;19.0634166666667;113.5;0.02;0.096;-0.013;1.008;34.24;-57.92;-56
1;47.4733;19.0634166666667;113.5;0.02;0.078;0.047;1.02;33.12;-57.6;-56.48
1;47.4733;19.0634166666667;113.5;0.02;0.108;-0.082;1.015;33.12;-57.6;-56.48
1;47.4733;19.0634166666667;113.5;0.02;0.089;0.075;0.991;33.12;-57.6;-56.48
1;47.4733;19.0634166666667;113.5;0.02;0.128;-0.068;1.028;33.12;-57.6;-56.48
1;47.4733;19.0634166666667;113.5;0.02;0.061;0.054;0.978;33.12;-57.6;-56.48
1;47.4733;19.0634166666667;113.5;0.02;0.128;-0.029;1.039;33.12;-57.6;-56.48
1;47.4733;19.0634166666667;113.5;0.02;0.068;0.042;0.979;33.76;-58.56;-56
1;47.4733;19.0634166666667;113.5;0.02;0.11;-0.018;1.041;33.76;-58.56;-56
1;47.4733;19.0634166666667;113.5;0.02;0.059;0.057;0.985;33.76;-58.56;-56
1;47.4733;19.0634166666667;113.5;0.02;0.113;-0.036;1.032;33.76;-58.56;-56
1;47.4733;19.0634166666667;113.5;0.02;0.063;0.026;1.008;33.76;-58.56;-56
1;47.4733;19.0634166666667;113.5;0.02;0.08;0.007;1.011;33.76;-58.56;-56
1;47.4733;19.0634166666667;113.5;0.02;0.101;-0.031;1.003;35.52;-57.6;-56.48
1;47.4733;19.0634166666667;113.5;0.02;0.087;0.037;1.008;35.52;-57.6;-56.48
1;47.4733;19.0634166666667;113.5;0.02;0.106;-0.089;1.023;35.52;-57.6;-56.48
1;47.4733;19.0634166666667;113.5;0.02;0.072;0.075;0.981;35.52;-57.6;-56.48
1;47.4733;19.0634166666667;113.5;0.02;0.119;-0.051;1.034;35.52;-57.6;-56.48
1;47.4733;19.0634166666667;113.5;0.02;0.087;0.035;0.977;35.52;-57.6;-56.48
1;47.4733;19.0634166666667;113.5;0.02;0.122;-0.037;1.044;34.08;-57.12;-57.12
1;47.4733;19.0634166666667;113.5;0.02;0.053;0.061;0.976;34.08;-57.12;-57.12
1;47.4733;19.0634166666667;113.5;0.02;0.119;-0.029;1.04;34.08;-57.12;-57.12
1;47.4733;19.0634166666667;113.5;0.02;0.065;0.049;0.985;34.08;-57.12;-57.12
1;47.4733;19.0634166666667;113.5;0.02;0.097;-0.019;1.009;34.08;-57.12;-57.12
1;47.4733;19.0634166666667;113.5;0.02;0.073;0.023;1.013;34.08;-57.12;-57.12
1;47.4733;19.0634166666667;113.5;0.02;0.098;0.002;1.018;34.72;-57.28;-57.6
1;47.4733;19.0634166666667;113.5;0.02;0.102;-0.046;1.022;34.72;-57.28;-57.6
1;47.4733;19.0634166666667;113.5;0.02;0.076;0.055;0.989;34.72;-57.28;-57.6
1;47.4733;19.0634166666667;113.5;0.02;0.128;-0.053;1.025;34.72;-57.28;-57.6
1;47.4733;19.0634166666667;113.5;0.02;0.076;0.048;0.984;34.72;-57.28;-57.6
1;47.4733;19.0634166666667;113.5;0.02;0.113;-0.033;1.034;34.72;-57.28;-57.6
1;47.4733;19.0634166666667;113.5;0.02;0.065;0.022;0.977;34.08;-57.28;-57.12
1;47.4733;19.0634166666667;113.5;0.02;0.108;0.013;1.031;34.08;-57.28;-57.12
1;47.4733;19.0634166666667;113.5;0.02;0.075;0.019;0.988;34.08;-57.28;-57.12
1;47.4733;19.0634166666667;113.5;0.02;0.097;0.003;1.025;34.08;-57.28;-57.12
1;47.4733;19.0634166666667;113.5;0.02;0.08;0.017;1.003;34.08;-57.28;-57.12
1;47.4733;19.0634166666667;113.5;0.02;0.097;0.002;1.019;34.08;-57.28;-57.12
1;47.4733;19.0634166666667;113.5;0.02;0.108;-0.049;1.017;33.92;-57.28;-57.76
5;47.4733;19.0634166666667;113.5;0.02;0.128;-0.072;1.023;33.92;-57.28;-57.76
5;47.4733;19.0634166666667;113.5;0.02;0.08;0.061;0.97;33.92;-57.28;-57.76
